/home/ubuntu/CdWav2Vec/dataset/ling_fleurs/train/audio
12762479034710563277.wav	289920
13732543597302774869.wav	171840
1179102220297140554.wav	376320
13600262112595652979.wav	286080
10430783060115965339.wav	275520
15633694665002849183.wav	267840
9723332144329526437.wav	291840
17960154062353988096.wav	163200
14382406013141352653.wav	148800
11346721514979511702.wav	448320
16461597745931159074.wav	346560
4858999994081451186.wav	331200
9088423070478254427.wav	126720
6123151978788285406.wav	499200
4618615514519352105.wav	438720
11812144278881919211.wav	380160
10694864577197174923.wav	291840
5622010370636559893.wav	187200
8830374639171508264.wav	292800
16324159518804246974.wav	235200
8740200934659418745.wav	478080
17988548301556971769.wav	334080
7660005941176734635.wav	357120
17587310045221969687.wav	481920
7201818365536671507.wav	287040
2722399814509700979.wav	226560
14870324716316844430.wav	377280
13593013593420673891.wav	485760
9437312301326718603.wav	315840
14287276494833719948.wav	357120
8096642168800598100.wav	236160
558140256509265065.wav	220800
7838951860051460081.wav	168000
16242679660171369892.wav	190080
11174608732289523873.wav	535680
6720335726086013768.wav	626880
10764622017045029399.wav	193920
17546509634197312857.wav	146880
10938225165748025572.wav	257280
18026212226692308573.wav	232320
5864114956967011535.wav	183360
3886412045115838118.wav	253440
11419569793689591182.wav	336960
543402277147602369.wav	643200
6519937801085329406.wav	226560
4604149568064587889.wav	182400
13909768259156323703.wav	338880
8454041992287500917.wav	497280
15755284468965119505.wav	147840
1827044306609510610.wav	381120
6415475464132435084.wav	251520
10036785670352892421.wav	190080
15401560126366249019.wav	124800
2612882788312884222.wav	356160
18277158114289200123.wav	252480
12540883126137187418.wav	251520
9035306912384687405.wav	640320
10120979883180500944.wav	295680
17666362822082466857.wav	153600
11696051946261326052.wav	220800
9924563550552353756.wav	152640
178933457005950126.wav	267840
3481220708969437369.wav	203520
3023176485402202868.wav	205440
14825351057189136309.wav	560640
9988882916438498923.wav	315840
8318218825427088147.wav	297600
2416628931860748961.wav	397440
6242733209320489779.wav	393600
14183236232664158388.wav	285120
3062772806924047723.wav	181440
11782619176383875420.wav	233280
6267429768531381340.wav	190080
3245346362364139697.wav	295680
4572997043011748080.wav	682560
4736273313890096145.wav	351360
12378347531109235862.wav	190080
474538253148552466.wav	230400
6172060580499080268.wav	383040
17453229143218859707.wav	297600
15617653370207362241.wav	215040
15336219067852968179.wav	162240
4319623983672657757.wav	606720
4592257114817600388.wav	307200
8311210623641685148.wav	238080
3515722604964926308.wav	246720
7634997156918009634.wav	708480
2043989509793434805.wav	323520
4220853236624217732.wav	250560
14111957294887597750.wav	262080
15619865619737400481.wav	280320
11831868414839089428.wav	333120
212754048883700848.wav	427200
8192833892779311303.wav	247680
9262649836424946140.wav	84480
15484896520316001560.wav	330240
228168871898769151.wav	367680
6887616664805513480.wav	495360
18229383399110055942.wav	228480
16114202208520316759.wav	212160
7398567480797690236.wav	164160
5972289641418393295.wav	120960
3114856498748508959.wav	742080
1330182054153110589.wav	289920
8138907831107106499.wav	279360
8950852549247407300.wav	252480
6603353481039118561.wav	332160
17487016762798208534.wav	174720
1124083393001665503.wav	155520
11918796310228172732.wav	313920
18146045659581542927.wav	172800
18061504346613517020.wav	624000
8402996518706021122.wav	288960
17203955627107616056.wav	278400
18235112194687987351.wav	501120
17653612437436575409.wav	422400
9798499243149067270.wav	278400
2134390670444579161.wav	351360
4460862382971017718.wav	657600
18102313844227781164.wav	259200
12287122130884048000.wav	282240
10191014975185805722.wav	253440
1638470059689981521.wav	360000
13345236949954160464.wav	261120
8491836928649933285.wav	259200
3681651219078941085.wav	285120
2621892508738754874.wav	149760
6542846560918150567.wav	391680
683528325305365152.wav	475200
13938470021068195091.wav	254400
4690369992222954418.wav	289920
224828598774751242.wav	117120
2143991439642452091.wav	173760
17402857156471038206.wav	370560
4487284355620389053.wav	140160
11571393538174285888.wav	219840
5622463763537694552.wav	208320
16052923306906710588.wav	198720
5463605680247556770.wav	191040
6071378653433985321.wav	343680
12688479947071560733.wav	389760
17767304449069302939.wav	224640
10347690611960425954.wav	287040
12615916256912271573.wav	391680
1014399895671202759.wav	457920
5913510169733855071.wav	532800
8064406304508746974.wav	216960
8712798991956218179.wav	347520
11290536996648151636.wav	241920
3419529109713548167.wav	371520
4690383348665701987.wav	292800
11402500661734784282.wav	245760
17114101478709857381.wav	147840
10918794223026701437.wav	451200
1851296289527712219.wav	278400
9747527588266111867.wav	191040
17519581494862301453.wav	172800
18071369279734571628.wav	218880
14971541067662056651.wav	282240
16577874372206763040.wav	292800
10896248428733411008.wav	278400
13234543114038353103.wav	130560
2110348501813349473.wav	278400
3805019916906758077.wav	337920
12829815892919127422.wav	369600
13927355053046924414.wav	184320
15666552835752750904.wav	264960
7479396207621108673.wav	537600
16011283501536113680.wav	272640
7962885701644529478.wav	264960
17316307346400573269.wav	286080
16171029187130552070.wav	307200
8158452535764341111.wav	119040
7330336741383595861.wav	162240
16223378573143610372.wav	238080
4681170553539757890.wav	235200
16720183638082147956.wav	297600
9639055394311320282.wav	178560
14805892740325979903.wav	291840
9645199577842721566.wav	256320
16633406713197365786.wav	332160
16300826973223674208.wav	334080
11013868817749831484.wav	342720
12454098468785834371.wav	437760
12690028095637397599.wav	217920
11629213805640614223.wav	557760
13315929968795937460.wav	208320
4232669199526068154.wav	235200
2792109943937954387.wav	144000
9664237934271380600.wav	288960
636889852167465155.wav	271680
6004088963980255141.wav	321600
6284487580429732975.wav	234240
4225323201069703756.wav	355200
5826086997838460491.wav	415680
2770219159084752402.wav	638400
11681842251134638430.wav	412800
1477657481393552551.wav	192000
9461046171446902286.wav	270720
2519129956548088940.wav	329280
14616626873159306100.wav	407040
5057324691892100969.wav	274560
17700900090927162189.wav	376320
5730576424304945612.wav	192000
14322176458965937021.wav	282240
12456310181678583239.wav	263040
16768413446268689671.wav	295680
16240422163313872553.wav	379200
9224427639591896692.wav	213120
15034822065516920489.wav	377280
13167584291600125974.wav	288000
17652629269082377667.wav	522240
7661771160392327120.wav	458880
4425163464630423772.wav	178560
7950247184695415918.wav	283200
1680273319061345054.wav	310080
18279206695474239746.wav	366720
3027496263703960127.wav	237120
6055873241109055904.wav	249600
10861718265832022333.wav	331200
10454708079856973751.wav	396480
10272196647503174924.wav	159360
17618396967297452489.wav	274560
11845906783089704801.wav	339840
14433011250337880720.wav	226560
10024445911495816116.wav	110400
7342116790941411358.wav	386880
12849262802621652541.wav	305280
343487092556093868.wav	230400
329182485477651633.wav	785280
11617553902490133881.wav	287040
3773065664410013595.wav	205440
17814191659722913490.wav	239040
5319357452147401949.wav	510720
2386632432852858614.wav	323520
3969406480766122026.wav	313920
5707348352783689981.wav	253440
5972550040050253804.wav	229440
12960923254727323722.wav	255360
12008473253937706373.wav	623040
15995827714791135620.wav	212160
14674539836687220820.wav	440640
7571631224480250273.wav	320640
17315291628621641983.wav	325440
8920580618722521015.wav	304320
10668168089143426220.wav	160320
16320755767313957398.wav	255360
4927712229835692133.wav	303360
12737807771575014746.wav	324480
15873958581347552435.wav	285120
3026067580923473962.wav	340800
17676370376363573810.wav	528960
14771314660002689469.wav	328320
1324665471253851510.wav	260160
8263562006951963943.wav	181440
3036661799924955788.wav	429120
1394026235193160972.wav	144000
5117039928828414904.wav	259200
4855257207944078559.wav	320640
2609292706711283965.wav	219840
9496357793560804702.wav	342720
3157852380525582464.wav	350400
8865066868225977853.wav	372480
16416556156141538632.wav	427200
2910178479064710563.wav	293760
16841871118612317278.wav	474240
8351580746607276933.wav	250560
12345142385438738200.wav	222720
11511976382354451619.wav	360960
14358365320434086632.wav	206400
2370989772061073708.wav	312000
17298823319607773644.wav	157440
16167940616596570495.wav	311040
14230738443688696355.wav	302400
5794849279805413433.wav	380160
17905807205069281762.wav	615360
11006139494069557721.wav	181440
11831678413920048834.wav	259200
1177607985078499502.wav	522240
14204887276573305652.wav	401280
1692869632865092907.wav	235200
7280839847028399754.wav	394560
9259314715275617555.wav	150720
13885409740359378878.wav	117120
7873094614703786746.wav	272640
8969386145442465152.wav	237120
18043374816533503917.wav	200640
4413624157526048780.wav	309120
3780906719798085815.wav	170880
8175677081232890665.wav	441600
12938740022268590749.wav	236160
2961555362946825802.wav	553920
14838146063391324661.wav	625920
11230352664709439343.wav	242880
2862034029970372489.wav	273600
15312758601500895138.wav	252480
4037986855321804508.wav	346560
15209904352167395083.wav	297600
15732187388628729523.wav	514560
4003185649966552051.wav	234240
12649503490737872490.wav	522240
4978510486900377821.wav	579840
14158988506589096465.wav	240000
7139644892697634913.wav	600960
17827136828712723180.wav	188160
7829043982803652898.wav	254400
10518973744140833573.wav	460800
4784485666429187431.wav	164160
577869616707165752.wav	168000
406509262889061390.wav	297600
3288833343903469903.wav	653760
9132623382809459752.wav	358080
17255611728838888357.wav	203520
1910023515892889228.wav	428160
3147055873124731901.wav	272640
16334521050619912363.wav	422400
15715930758897621033.wav	268800
6188093103307033509.wav	291840
16192369117263035863.wav	116160
16563983898837818645.wav	339840
8976896414405991199.wav	142080
16455522730977770897.wav	203520
9307809039431721044.wav	334080
6050206998323157347.wav	483840
9309505352771802132.wav	510720
8724358054747343572.wav	297600
8331942431614223984.wav	355200
9297567343843122987.wav	291840
3400934702628080266.wav	246720
15334310620982312229.wav	257280
9316485522973365754.wav	191040
14742660048645495164.wav	473280
9456859356417070207.wav	163200
12604476784901148146.wav	312960
14835283305563931715.wav	202560
18012523457587418004.wav	319680
15402652982252705433.wav	407040
4744896392983338396.wav	413760
10290350902993949619.wav	601920
5731245832152974091.wav	237120
17684237386351960555.wav	404160
2752502338071801956.wav	223680
17541825508686564528.wav	231360
13200602029226823487.wav	261120
978748149612735264.wav	435840
17435036160317550953.wav	192960
12579156324958479224.wav	163200
8875393204927412341.wav	213120
4608912715131994218.wav	584640
42011879096315562.wav	233280
13442295985070415692.wav	172800
7785408191416171438.wav	320640
2738346111277205990.wav	240000
6246469481836579162.wav	179520
17727354319966027853.wav	332160
6484476419350469268.wav	352320
9851888606247745474.wav	706560
7903815514519497776.wav	566400
1699870378806809725.wav	122880
17554430122985422525.wav	265920
176059063641616644.wav	237120
1389416649941483472.wav	470400
11148019811946391603.wav	364800
17290032775975471250.wav	434880
3920494827813796535.wav	362880
7427498339485988547.wav	230400
7921663165337449391.wav	194880
2374233253861364500.wav	280320
14646536455959904075.wav	720000
4652900127129039649.wav	297600
1540612034043160124.wav	241920
9258015034926065201.wav	309120
15869353165863621122.wav	262080
14865079711071103251.wav	260160
3645545403537561413.wav	287040
16956516248539305353.wav	361920
836995396351629641.wav	226560
3419940428080800387.wav	152640
8335623290965447538.wav	187200
9867563309671081375.wav	134400
12494090028694084054.wav	349440
7682137605434764617.wav	187200
16932035510769183443.wav	440640
3749807539332025429.wav	636480
4301381137796590154.wav	308160
5597192185037043290.wav	172800
6750827851155974530.wav	254400
4152344355627015263.wav	423360
293968262420248959.wav	870720
9035875813118758226.wav	389760
5450304849124998169.wav	425280
790115390083139777.wav	188160
5887226833404052603.wav	174720
10532964861150213567.wav	443520
13632923907176265910.wav	264960
2569133733505912710.wav	234240
9019720914936876231.wav	143040
9967890679856436090.wav	263040
4071383219063024506.wav	328320
5465312955101792911.wav	345600
1608753705625281891.wav	279360
7095197801433164378.wav	345600
8802791267659290089.wav	270720
8617988763798416691.wav	191040
14686384164640881560.wav	306240
8838390683415524562.wav	223680
13797181454614473812.wav	152640
14380646822002685630.wav	216960
2754047919990671719.wav	172800
5678299882583735307.wav	474240
13646543559364009215.wav	271680
18132256728137696699.wav	164160
9245737617254967095.wav	484800
3715361089763378627.wav	286080
4343273039942206673.wav	209280
13131397544179700302.wav	531840
3168374402197559455.wav	398400
5630087526452107336.wav	321600
12605355410126494587.wav	449280
7062019628808019590.wav	303360
17885038185724733520.wav	298560
5661005200068550788.wav	337920
16984132437612905702.wav	228480
17790135131096206213.wav	358080
2354312413852150139.wav	297600
10291059364357410995.wav	351360
5307549944315509319.wav	414720
3306341701311221867.wav	256320
6470371528837010464.wav	163200
11827275297177438919.wav	246720
17162503107744087242.wav	267840
1665392810039485245.wav	537600
3927013253082979227.wav	243840
7614969610589675717.wav	364800
9986576909916221280.wav	291840
643536556595695067.wav	239040
9594297024269398036.wav	283200
7487846666388334472.wav	232320
8745450205388559907.wav	264960
9603656635742358299.wav	450240
18369786310242796477.wav	248640
4393534208576129185.wav	145920
2507878213411375660.wav	382080
14524147942535236020.wav	383040
17019930089109226176.wav	338880
5718429092071499563.wav	312000
16553127218694810847.wav	265920
14266429282070871615.wav	458880
5368299482074508784.wav	319680
5543613489038821680.wav	226560
14151558324802189495.wav	602880
3400743668883595441.wav	278400
13550869215048334224.wav	316800
9160369387054511598.wav	230400
5894208155497449809.wav	486720
465229767597308622.wav	301440
14107292238550724694.wav	443520
13072898688242159478.wav	360960
15083152052154429061.wav	324480
15324364206901499273.wav	464640
7110619028021561216.wav	417600
13799158084325176429.wav	180480
5551111700806347493.wav	194880
13270738253086210861.wav	306240
12693298873903669916.wav	324480
12427109942082281686.wav	489600
17621580469037831089.wav	269760
5234189616963687380.wav	142080
15035132846023939681.wav	326400
7808035855093121836.wav	288960
5746485129243834055.wav	180480
1283585190227036766.wav	215040
17666936055137600651.wav	179520
14877549322187332878.wav	207360
6483306801992167285.wav	314880
12243652964553847945.wav	517440
14819016191416400981.wav	380160
1420534116874305086.wav	255360
2614285405476068315.wav	416640
3496148336140113212.wav	318720
15038122800805880101.wav	200640
10022402884365403868.wav	295680
14012633233419344436.wav	463680
11147236863951050489.wav	173760
13187093750497062805.wav	292800
12772389967861452058.wav	696960
3024577076757719464.wav	405120
11150989891902242354.wav	306240
12405064876764574641.wav	152640
18222960804959490670.wav	370560
14009691252568991597.wav	329280
11195773903963147298.wav	270720
6943543148546258808.wav	201600
2612655746099009336.wav	313920
12613692059781485431.wav	343680
18137845196446724523.wav	128640
1817393065871647291.wav	119040
14737929498264674276.wav	189120
3781803664264269604.wav	220800
9132863473699651360.wav	263040
7074163853656058081.wav	393600
2617949455917180288.wav	232320
15694832828090519924.wav	297600
93783900268616605.wav	297600
10594129015038188024.wav	175680
2070309161006224989.wav	232320
16201714638251273558.wav	189120
11557127003421118065.wav	301440
10854953903900502622.wav	491520
16140007211493765737.wav	207360
11961388708534048106.wav	241920
5342436793744306652.wav	286080
10302802785626893984.wav	346560
13503948941295338881.wav	317760
16056639452766099467.wav	364800
18298496370444716196.wav	206400
922682554651492882.wav	424320
16835658086159194180.wav	510720
17009594955975027490.wav	297600
7612597976614409756.wav	525120
17294709265834255893.wav	208320
5210183030274126547.wav	738240
5443507598382496614.wav	191040
79523084204291549.wav	353280
7698369564296796767.wav	144000
13221013811707757577.wav	135360
1967550791319403147.wav	468480
8228276397304435089.wav	136320
13859730352082880709.wav	261120
13380621555014775452.wav	262080
6293280300133071772.wav	237120
12033957085099335520.wav	291840
13310694871551462433.wav	432960
5475877965246557755.wav	406080
1612675461618762358.wav	277440
11540742320394304480.wav	200640
3422453109067121768.wav	145920
9043345287592926409.wav	324480
15985140841196635880.wav	216960
7397155629127285803.wav	159360
8554642581238534511.wav	457920
8070930471760731125.wav	319680
4293784338575728529.wav	445440
14733634174314018281.wav	136320
5591401517538377727.wav	207360
13947523064996934650.wav	216960
16631156984507895110.wav	149760
17500189701893642953.wav	218880
6231429073514379392.wav	215040
8237077970017258873.wav	468480
2410689845508519389.wav	274560
8662469411414454926.wav	203520
7163788367113240874.wav	322560
3870266614486247215.wav	381120
6151011240837640010.wav	295680
17930637713410427670.wav	227520
7398005493270690135.wav	326400
2849698169569227970.wav	319680
5692643670140368964.wav	252480
6331382020342851691.wav	265920
1254607235164892009.wav	163200
13573469786787076649.wav	364800
16096819342998981700.wav	283200
15714904084669835120.wav	264000
12749418876917979024.wav	336960
14513414396548028507.wav	286080
12685368953787108819.wav	180480
13995228838119388389.wav	305280
15158200113269876801.wav	156480
16536167486565752766.wav	388800
7889381661244629819.wav	498240
5155420620838145660.wav	240960
8459033954823440344.wav	547200
18439691405080015990.wav	257280
13186246577990014071.wav	251520
16257100178108043059.wav	242880
10766738601360153688.wav	133440
3528879017943850117.wav	271680
1017833860145720856.wav	305280
7667629407374310293.wav	197760
12249885280301420233.wav	185280
9968308914642393125.wav	249600
10412830765068919317.wav	225600
11630929388223911200.wav	419520
14765514924392443024.wav	255360
15777179035629429479.wav	197760
12736213508479224633.wav	199680
14567501615834727293.wav	158400
10803536297694446287.wav	467520
13856333529738298466.wav	369600
6178306190450505806.wav	226560
15059799890338612264.wav	316800
317008646801551947.wav	264960
3636481138681530467.wav	415680
4954111947177085945.wav	321600
7897489071708941053.wav	120960
3232782510680350041.wav	611520
15410800684216207649.wav	223680
16189634241613986255.wav	102720
17599163332887988281.wav	277440
10596805059580057869.wav	319680
17230533041517585495.wav	487680
7990370645351797506.wav	378240
11330089886651507576.wav	327360
2833634625966464474.wav	293760
14126775027667608275.wav	312960
639052876325401423.wav	176640
10256221461751978672.wav	165120
3936826265815098903.wav	376320
14006127822546767077.wav	382080
8870351489929094331.wav	203520
10219286928754435252.wav	244800
4041270063421807426.wav	293760
780815292284207401.wav	374400
13613204424441343983.wav	223680
13529958306561002193.wav	325440
8251336193395123288.wav	265920
8947658244053129373.wav	144960
14663025775224480811.wav	351360
2180157038425118904.wav	362880
1408439262187148507.wav	196800
12377827591133431609.wav	277440
10309014785423891089.wav	396480
11378234971085866334.wav	126720
9409415470099910430.wav	360960
14328865860838833907.wav	472320
17487305272599272065.wav	153600
10125744042764024807.wav	282240
336804046044261782.wav	426240
13431133641626130176.wav	414720
16338890524462261619.wav	345600
18160594629237266302.wav	260160
16549307954566280373.wav	336000
8762138995746733911.wav	587520
5073628317063884143.wav	273600
3554181506247876904.wav	296640
392800217691483105.wav	372480
6280683479665389926.wav	165120
16346073521250672715.wav	239040
15253775735352614353.wav	311040
1084167600550433920.wav	441600
8696542870664416565.wav	314880
14223652534282473487.wav	179520
2080119511695770227.wav	382080
726222211871020581.wav	224640
8506437135734710138.wav	196800
7612588068385418598.wav	448320
6648868255975508117.wav	281280
14296925588001210969.wav	232320
1270652953149803484.wav	251520
4183128054192636510.wav	483840
2184347884490195010.wav	334080
6547193630765037707.wav	221760
6595443940933433642.wav	543360
11624756735700169107.wav	218880
4340691142843467084.wav	312000
11879367304581131546.wav	259200
14027411344539231629.wav	352320
1970302912918819319.wav	629760
6866871135267975578.wav	565440
9512603169506907736.wav	149760
49662546785714721.wav	416640
16665396765324726117.wav	552960
8297345531235055731.wav	341760
6913043935603911412.wav	211200
4514752675956442473.wav	355200
14732622923299249070.wav	180480
3662092024185485714.wav	334080
13941863925878356921.wav	235200
5058418385034478848.wav	535680
1205503475197286601.wav	772800
1295962564456910594.wav	272640
4063408727635734216.wav	224640
5302399190360034036.wav	245760
3985653908923560427.wav	420480
14703627005109287314.wav	343680
4426785905870533498.wav	424320
14165366390941292103.wav	230400
16733342945192222084.wav	336000
15636134427185976133.wav	498240
14405759993487139024.wav	334080
491070387254507253.wav	385920
4336588324283356413.wav	229440
8054376013318085983.wav	135360
5221782385284648010.wav	192000
15928464546309054349.wav	258240
13555940336566493239.wav	291840
3605600676285864127.wav	592320
694217667303916431.wav	186240
18206573186955109657.wav	428160
17762740495925114591.wav	449280
1005801236924150746.wav	458880
18427746573589002777.wav	288960
6666620749824096420.wav	171840
8120587050738457684.wav	162240
10916868704165476669.wav	958080
14824458156637690812.wav	312000
3328287812373316610.wav	264960
13524859428146732230.wav	411840
9310214777906838593.wav	411840
4339377018238580904.wav	269760
8560802407016070947.wav	198720
3150810120271128138.wav	117120
15593116754541220316.wav	504960
12641339049944981475.wav	284160
17022603897608403755.wav	244800
7357781342615399420.wav	248640
1737739913175139821.wav	233280
11723445728264097102.wav	245760
5727982857654535580.wav	200640
8537890839967449919.wav	266880
6270104561181449344.wav	289920
5990989821872644994.wav	675840
7447412968306020414.wav	235200
7791350405594665810.wav	285120
11855055993720511664.wav	480000
4349868208038093441.wav	181440
17022260067656561820.wav	315840
17112682337915158801.wav	229440
13721465830313841889.wav	344640
3843419573318914716.wav	211200
14954692957765955153.wav	168000
1400986890614260410.wav	261120
14214110556143127611.wav	581760
4317392275085223348.wav	186240
13080645711716515981.wav	220800
17188208241338582661.wav	304320
